rank,objective_value,sharpe_ratio,total_return,max_drawdown,calmar_ratio,num_trades,win_rate,profit_factor,is_valid,regime_mult_Bull Trending,regime_mult_Bear Trending,regime_mult_Mean Reverting,regime_mult_High Volatility,regime_mult_Low Volatility,regime_mult_Breakout,regime_mult_Unknown,stop_loss_pct,take_profit_pct,max_position_size,vol_threshold_high_pct,vol_threshold_low_pct
455,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
456,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
457,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
458,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
459,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
460,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
461,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
462,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
463,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
464,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
465,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
466,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
467,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
468,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.7,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
469,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
470,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
471,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
472,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
473,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
474,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
475,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
476,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
477,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
478,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
479,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
480,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
481,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
482,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
483,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
484,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
485,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
486,-1.3000151876064947,-1.3000151876064947,0.016989966543975665,-0.010579980927822712,0.799548152479076,19,0.3684210526315789,2.2720748146095473,True,1.0,0.8999999999999999,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
487,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
488,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
489,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
490,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
491,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
492,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
493,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
494,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
495,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
496,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
497,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
498,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
499,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
500,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
501,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
502,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
503,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
504,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.5,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
505,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
506,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
507,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
508,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
509,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
510,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
511,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
512,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
513,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
514,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
515,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
516,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
517,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
518,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
519,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
520,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
521,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
522,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.7,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
523,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
524,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
525,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
526,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
527,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
528,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
529,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
530,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
531,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
532,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
533,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
534,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
535,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
536,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
537,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
538,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
539,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
540,-1.3136398408038499,-1.3136398408038499,0.015933793757354486,-0.011625187985617451,0.6826050048094735,19,0.3684210526315789,2.1049056194816873,True,1.2,0.8999999999999999,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
541,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
542,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
543,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
544,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
545,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
546,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.0,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
547,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
548,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
549,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
550,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
551,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
552,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.2,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
553,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
554,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
555,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
556,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
557,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
558,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.5,1.4,0.7,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
559,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.7,1.0,0.3,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
560,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.7,1.0,0.3,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
561,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.7,1.0,0.5,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
562,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.7,1.0,0.5,0.9,1.0999999999999999,0.2,0.1,0.15,0.2,75.0,25.0
563,-1.3183124913773456,-1.3183124913773456,0.015141664167388713,-0.012409093278963649,0.6078113931215491,19,0.3684210526315789,1.9948276844535515,True,1.4,0.7,1.0,0.7,0.9,1.0999999999999999,0.1,0.1,0.15,0.2,75.0,25.0
